date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:42:05	2476/2476	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:04%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fconsulting%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embeda191.json	(from https://exponentwptheme.com/finance/portfolio/consulting/)
00:42:05	2602/2602	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:04%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fconsulting%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embede42f	(from https://exponentwptheme.com/finance/portfolio/consulting/)
00:42:05	373534/373534	---M--	200	added ('OK')	image/jpeg	etag:%225c498f38-5b31e%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-6.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-6.jpg	(from https://exponentwptheme.com/finance/portfolio/consulting/)
00:42:06	2491/2491	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:05%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fstock-markets%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed9a5b.json	(from https://exponentwptheme.com/finance/portfolio/stock-markets/)
00:42:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:05%20GMT	https://exponentwptheme.com/finance/?p=4647	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/indexf5e4.html	(from https://exponentwptheme.com/finance/portfolio/stock-markets/)
00:42:06	2617/2617	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:06%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fstock-markets%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed10b1	(from https://exponentwptheme.com/finance/portfolio/stock-markets/)
00:42:07	316422/316422	---M--	200	added ('OK')	image/jpeg	etag:%225c498f36-4d406%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-1.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-1.jpg	(from https://exponentwptheme.com/finance/portfolio/stock-markets/)
00:42:08	2486/2486	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:07%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fmutual-funds%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed3a2c.json	(from https://exponentwptheme.com/finance/portfolio/mutual-funds/)
00:42:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:07%20GMT	https://exponentwptheme.com/finance/?p=4648	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/index90df.html	(from https://exponentwptheme.com/finance/portfolio/mutual-funds/)
00:42:08	2612/2612	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:08%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fmutual-funds%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed5a68	(from https://exponentwptheme.com/finance/portfolio/mutual-funds/)
00:42:09	319433/319433	---M--	200	added ('OK')	image/jpeg	etag:%225c498f36-4dfc9%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-2.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-2.jpg	(from https://exponentwptheme.com/finance/portfolio/mutual-funds/)
00:42:10	2471/2471	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:08%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Finsurance%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embede984.json	(from https://exponentwptheme.com/finance/portfolio/insurance/)
00:42:10	2597/2597	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:09%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Finsurance%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embedb0c5	(from https://exponentwptheme.com/finance/portfolio/insurance/)
00:42:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:09%20GMT	https://exponentwptheme.com/finance/?p=4651	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/index2308.html	(from https://exponentwptheme.com/finance/portfolio/insurance/)
00:42:11	2496/2496	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:10%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fbusiness-loans%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embedfa3e.json	(from https://exponentwptheme.com/finance/portfolio/business-loans/)
00:42:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:10%20GMT	https://exponentwptheme.com/finance/?p=4650	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/indexb287.html	(from https://exponentwptheme.com/finance/portfolio/business-loans/)
00:42:11	2622/2622	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:10%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fbusiness-loans%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embedbe23	(from https://exponentwptheme.com/finance/portfolio/business-loans/)
00:42:12	2491/2491	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:11%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fmoney-markets%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed0ab0.json	(from https://exponentwptheme.com/finance/portfolio/money-markets/)
00:42:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:11%20GMT	https://exponentwptheme.com/finance/?p=4649	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/index33ec.html	(from https://exponentwptheme.com/finance/portfolio/money-markets/)
00:42:13	2617/2617	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:12%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fportfolio%2Fmoney-markets%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed54e4	(from https://exponentwptheme.com/finance/portfolio/money-markets/)
00:42:13	278813/278813	---M--	200	added ('OK')	image/jpeg	etag:%225c498f36-4411d%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-3.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-3.jpg	(from https://exponentwptheme.com/finance/portfolio/money-markets/)
00:42:14	159317/159317	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:13%20GMT	https://exponentwptheme.com/finance/a-fully-visual-way-to-build-websites-using-wordpress/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/a-fully-visual-way-to-build-websites-using-wordpress/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:15	123886/123886	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:13%20GMT	https://exponentwptheme.com/finance/category/reviews/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/category/reviews/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:15	7514/7514	---M--	200	added ('OK')	image/jpeg	etag:%225baf8831-1d5a%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/Blog-17-Image-2-150x150.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/Blog-17-Image-2-150x150.jpg	(from https://exponentwptheme.com/finance/blog/)
00:42:15	137132/137132	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:13%20GMT	https://exponentwptheme.com/finance/words-of-wisdom-from-a-successful-blogger-and-mom-of-three/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/words-of-wisdom-from-a-successful-blogger-and-mom-of-three/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:16	146542/146542	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:14%20GMT	https://exponentwptheme.com/finance/10-things-that-every-startup-needs-to-do-to-succeed/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/10-things-that-every-startup-needs-to-do-to-succeed/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:16	144393/144393	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:14%20GMT	https://exponentwptheme.com/finance/how-robots-are-helping-farmers-in-improving-produce-quality/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/how-robots-are-helping-farmers-in-improving-produce-quality/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:17	146188/146188	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:15%20GMT	https://exponentwptheme.com/finance/the-apps-you-need-to-install-to-improve-your-productivity/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/the-apps-you-need-to-install-to-improve-your-productivity/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:17	142021/142021	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:16%20GMT	https://exponentwptheme.com/finance/will-vr-revolutionize-the-way-kids-learn-at-school/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/will-vr-revolutionize-the-way-kids-learn-at-school/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:18	156042/156042	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:17%20GMT	https://exponentwptheme.com/finance/create-websites-that-load-at-blazing-fast-speeds-using-exponent/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/create-websites-that-load-at-blazing-fast-speeds-using-exponent/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:18	144107/144107	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:17%20GMT	https://exponentwptheme.com/finance/artificial-intelligence-will-be-the-next-big-thing-in-technology/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/artificial-intelligence-will-be-the-next-big-thing-in-technology/index.html	(from https://exponentwptheme.com/finance/blog/)
00:42:19	5034/5034	---M--	200	added ('OK')	image/jpeg	etag:%225c498f35-13aa%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-3-150x150.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/11/Service-3-150x150.jpg	(from https://exponentwptheme.com/finance/blog/)
00:42:19	7281/7281	---M--	200	added ('OK')	image/jpeg	etag:%225c498f3d-1c71%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-23-150x150.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-23-150x150.jpg	(from https://exponentwptheme.com/finance/blog/)
00:42:20	2280/2280	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:19%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fcontact%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed4c75.json	(from https://exponentwptheme.com/finance/contact/)
00:42:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:19%20GMT	https://exponentwptheme.com/finance/?p=4587	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/indexe5f7.html	(from https://exponentwptheme.com/finance/contact/)
00:42:21	2373/2373	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:20%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed17b9	(from https://exponentwptheme.com/finance/contact/)
00:42:21	491636/491636	---M--	200	added ('OK')	image/jpeg	etag:%225c498f39-78074%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Contact-Hero-IMG.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/09/Contact-Hero-IMG.jpg	(from https://exponentwptheme.com/finance/contact/)
00:42:21	2698/2698	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:21%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fby-2030-every-person-in-the-planet-will-have-a-smartphone%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embedb50e.json	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:22	2826/2826	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:21%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fby-2030-every-person-in-the-planet-will-have-a-smartphone%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embede69c	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:22	4461/4461	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2017%20Aug%202018%2007:46:42%20GMT	https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/feed/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/feed/index.html	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:22	453669/453669	---M--	200	added ('OK')	image/jpeg	etag:%225baf8831-6ec25%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/Blog-17-Image-2.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/Blog-17-Image-2.jpg	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:22	92253/92253	---M--	200	added ('OK')	image/jpeg	etag:%225c498f3b-1685d%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-027.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-027.jpg	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:22	115340/115340	---M--	200	added ('OK')	image/jpeg	etag:%225c498f3b-1c28c%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-029.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-029.jpg	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:22%20GMT	https://exponentwptheme.com/finance/?p=4369	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/indexbc46.html	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:23	131086/131086	---M--	200	added ('OK')	image/jpeg	etag:%225c498f3d-2000e%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-26.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-26.jpg	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:22%20GMT	https://exponentwptheme.com/finance/blog	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/blog	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:25	136651/136651	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:23%20GMT	https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/?replytocom=77	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/index027c.html	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:26	136653/136653	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:23%20GMT	https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/?replytocom=79	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/index3ed4.html	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:27	136654/136654	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:23%20GMT	https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/?replytocom=78	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/index8410.html	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:28	139337/139337	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:23%20GMT	https://exponentwptheme.com/finance/author/exponenttheme/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/author/exponenttheme/index.html	(from https://exponentwptheme.com/finance/by-2030-every-person-in-the-planet-will-have-a-smartphone/)
00:42:29	83869/83869	---MCZ	200	added ('OK')	application/rss+xml	date:Tue,%2031%20Dec%202019%2013:02:41%20GMT	https://exponentwptheme.com/finance/category/news/feed/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/category/news/feed/index.html	(from https://exponentwptheme.com/finance/category/news/)
00:42:29	161128/161128	---MCZ	200	added ('OK')	application/rss+xml	date:Tue,%2031%20Dec%202019%2013:02:41%20GMT	https://exponentwptheme.com/finance/category/technology/feed/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/category/technology/feed/index.html	(from https://exponentwptheme.com/finance/category/technology/)
00:42:29	2657/2657	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:28%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fplaces-you-need-to-visit-before-you-get-married%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed77e3.json	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:29	4406/4406	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2017%20Aug%202018%2007:46:42%20GMT	https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/feed/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/feed/index.html	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:28%20GMT	https://exponentwptheme.com/finance/?p=4368	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/index6a20.html	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:30	2785/2785	---MCZ	200	added ('OK')	text/xml	date:Tue,%2017%20Nov%202020%2019:12:29%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fplaces-you-need-to-visit-before-you-get-married%2F&format=xml	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embed30d1	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:30	90052/90052	---M--	200	added ('OK')	image/jpeg	etag:%225c498f3a-15fc4%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-020.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-020.jpg	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:31	190474/190474	---M--	200	added ('OK')	image/jpeg	etag:%225c498f39-2e80a%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-000.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-000.jpg	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:31	102395/102395	---M--	200	added ('OK')	image/jpeg	etag:%225c498f39-18ffb%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-001.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-001.jpg	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:31	38529/38529	---M--	200	added ('OK')	image/jpeg	etag:%225c498f3b-9681%22	https://exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-024.jpg	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-content/uploads/sites/19/2018/08/exp-blog-024.jpg	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:31%20GMT	https://exponentwptheme.com/finance/blog	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/blog	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:33	141417/141417	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:31%20GMT	https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/?replytocom=74	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/index46e3.html	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:33	36051/36051	---MCZ	200	added ('OK')	application/rss+xml	date:Tue,%2031%20Dec%202019%2013:02:41%20GMT	https://exponentwptheme.com/finance/category/lifestyle/feed/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/category/lifestyle/feed/index.html	(from https://exponentwptheme.com/finance/category/lifestyle/)
00:42:33	141585/141585	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:31%20GMT	https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/?replytocom=75	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/index7693.html	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:34	141419/141419	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Nov%202020%2019:12:31%20GMT	https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/?replytocom=76	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/index3171.html	(from https://exponentwptheme.com/finance/places-you-need-to-visit-before-you-get-married/)
00:42:34	20747/20747	---MCZ	200	added ('OK')	application/rss+xml	date:Tue,%2031%20Dec%202019%2013:02:41%20GMT	https://exponentwptheme.com/finance/category/travel/feed/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/category/travel/feed/index.html	(from https://exponentwptheme.com/finance/category/travel/)
00:42:35	10217/10217	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2017%20Nov%202020%2019:12:34%20GMT	https://static.cloudflareinsights.com/beacon.min.js	C:/My%20Web%20Sites/Assignment/static.cloudflareinsights.com/beacon.min.js	(from https://exponentwptheme.com/finance/category/travel/)
00:42:35	2693/2693	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Nov%202020%2019:12:34%20GMT	https://exponentwptheme.com/finance/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fexponentwptheme.com%2Ffinance%2Fwhy-you-to-hire-a-lawyer-to-prepare-your-privacy-policy%2F	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/wp-json/oembed/1.0/embedfa8a.json	(from https://exponentwptheme.com/finance/why-you-to-hire-a-lawyer-to-prepare-your-privacy-policy/)
00:42:35	4452/4452	---MCZ	200	added ('OK')	application/rss+xml	date:Fri,%2017%20Aug%202018%2007:46:42%20GMT	https://exponentwptheme.com/finance/why-you-to-hire-a-lawyer-to-prepare-your-privacy-policy/feed/	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/why-you-to-hire-a-lawyer-to-prepare-your-privacy-policy/feed/index.html	(from https://exponentwptheme.com/finance/why-you-to-hire-a-lawyer-to-prepare-your-privacy-policy/)
00:42:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Nov%202020%2019:12:35%20GMT	https://exponentwptheme.com/finance/?p=4367	C:/My%20Web%20Sites/Assignment/exponentwptheme.com/finance/index9376.html	(from https://exponentwptheme.com/finance/why-you-to-hire-a-lawyer-to-prepare-your-privacy-policy/)
